index,title,temp,time,summary,link
383,,INDIA PANDEMIC CORONAVIRUS COVID19,2시간전,Marriage amid coronavirus pandemic in Bhopal Bride Angoori (C) takes pa …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067957
384,,INDIA PANDEMIC CORONAVIRUS COVID19,2시간전,Marriage amid coronavirus pandemic in Bhopal Bride Angoori takes part i …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067956
385,,INDIA PANDEMIC CORONAVIRUS COVID19,2시간전,Marriage amid coronavirus pandemic in Bhopal Bride Angoori takes part i …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067955
386,,[모멘트] 서울한강 붉은노을,2시간전,(서울=연합뉴스) 한상균 기자 = 15일 여의도 한강공원에서 바라본 노을. 2020.6.15 [THE MOMENT OF YONH …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=001&aid=0011680069
387,,[자막뉴스] 공군 ‘황제복무’ 병사 의혹 일부 혐의 확인…수사 전환,2시간전,"""서울 금천구에 있는 공군 방공유도탄사령부 소속 모 부대에서 병사 한 명이 과도한 특혜를 누리고 있다."" 국내 한 금융사 임원 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=056&aid=0010852909
388,,"유명희 통상본부장, WTO 개혁 소그룹 화상 장관회의 참석",2시간전,(서울=연합뉴스) 유명희 산업통상자원부 통상교섭본부장이 15일 정부세종청사에서 '코로나19 대응을 위한 그룹 차원의 행동계획 논 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=001&aid=0011680068
389,,통합당 반발했지만…법사위원장 등 상임위원장 6명 선출,2시간전,"野와 협상 결렬되자 여당 몫 11개 중 6개 위원장 선출 통합당 ""18개 상임위 다 가져가라"" 국회가 법제사법위원회를 비롯한 6 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=586&aid=0000014421
390,,"유명희 통상본부장, WTO 개혁 소그룹 화상 장관회의 참석",2시간전,(서울=연합뉴스) 유명희 산업통상자원부 통상교섭본부장이 15일 정부세종청사에서 '코로나19 대응을 위한 그룹 차원의 행동계획 논 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=001&aid=0011680067
391,,SPAIN ROYALTY CORONAVIRUS,2시간전,King and Queen visit Natural Science Museum A handout photo made availa …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067951
392,,GREECE PANDEMIC CORONAVIRUS COVID19,2시간전,Greece reopens museums nationwide A museum guard wearing a protective f …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067950
393,,GREECE PANDEMIC CORONAVIRUS COVID19,2시간전,Greece reopens museums nationwide People view the archeological collect …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067949
394,,THAILAND PANDEMIC CORANAVIRUS COVID19,2시간전,YoYo Land amusement park reopens after Thailand continues to relax lock …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067948
395,,GREECE PANDEMIC CORONAVIRUS COVID19,2시간전,Greece reopens museums nationwide A visitor inspects the archeological  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067947
396,,SPAIN NATURE SOMIEDO,2시간전,"Somiedo Natural Park in Asturias, Spain Two traditional 'teito' cabins  …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067946
397,,GREECE PANDEMIC CORONAVIRUS COVID19,2시간전,Greece reopens museums nationwide Museum guards wearing protective face …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067945
398,,THAILAND PANDEMIC CORANAVIRUS COVID19,2시간전,YoYo Land amusement park reopens after Thailand continues to relax lock …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067944
399,,Belgium EU US Foreign Ministers,2시간전,Delegation members of EU foreign ministers gather for a roundtable prio …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839861
400,,Belgium EU US Foreign Ministers,2시간전,"Two employees wearing face masks, to prevent against the spread of coro …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839860
401,,Belgium EU US Foreign Ministers,2시간전,European Union foreign policy chief Josep Borrell speaks during a video …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839852
402,,Belgium EU US Foreign Ministers,2시간전,"European Union foreign policy chief Josep Borrell, center, arrives for  …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839851
403,,GREECE PANDEMIC CORONAVIRUS COVID19,2시간전,Greece reopens museums nationwide Museum guards wearing protective face …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067941
404,,"골다공증 치료제, ‘랄록시펜’ 코로나19 감염 억제효과 확인",2시간전,"[앵커] 골다공증 치료제, '랄록시펜'이 코로나19 바이러스 감염 억제 효과가 있다는 연구결과가 나왔습니다. 경기도 바이오센터 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=056&aid=0010852906
405,,Virus Outbreak Greece Tourism,2시간전,A medical staff conducts a test for the new coronavirus on a passenger  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839850
406,,WTO개혁 소그룹 회의 하는 유명희 통상교섭본부장,2시간전,[서울=뉴시스] 이영환 기자 = 유명희 산업통상자원부 통상교섭본부장이 15일 정부세종청사 집무실에서 WTO개혁 소그룹(오타와 그 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916249
407,,WTO개혁 소그룹 회의 하는 유명희 통상교섭본부장,2시간전,[서울=뉴시스] 이영환 기자 = 유명희 산업통상자원부 통상교섭본부장이 15일 정부세종청사 집무실에서 WTO개혁 소그룹(오타와 그 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916248
408,,WTO개혁 소그룹 회의 하는 유명희 통상교섭본부장,2시간전,[서울=뉴시스] 이영환 기자 = 유명희 산업통상자원부 통상교섭본부장이 15일 정부세종청사 집무실에서 WTO개혁 소그룹(오타와 그 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916247
409,,‘코로나 여파’ 쓸쓸한 개장…텅 빈 새 국제여객터미널,2시간전,"[앵커] 그동안 2개로 분리 운영돼 온 인천항 국제여객터미널이 하나로 통합해 새 보금자리를 마련했습니다. 하지만,`코로나19` …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=056&aid=0010852905
410,,"한우, 배추에 사과까지…식탁물가 왜 오르나?",2시간전,"한우, 배추에 사과까지…식탁물가 왜 오르나? 변진석 기자 (lamer@kbs.co.kr) ▶ ‘코로나19 팩트체크’ 제대로 알 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=056&aid=0010852904
411,,THAILAND PANDEMIC CORANAVIRUS COVID19,2시간전,YoYo Land amusement park reopens after Thailand continues to relax lock …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067937
412,,GREECE PANDEMIC CORONAVIRUS COVID19,2시간전,Greece reopens museums nationwide A museum guard wearing a protective f …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067936
413,,"용인시, 일자리박람회 오는 17일 개최",2시간전,"용인시, 일자리박람회 오는 17일 개최 KBS ▶ ‘코로나19 팩트체크’ 제대로 알아야 이긴다 ▶ 우리 동네 무슨 일이? KB …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=056&aid=0010852899
414,,Virus Outbreak Greece Tourism,2시간전,Greek Police wearing face masks to prevent the spread of the new corona …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839846
415,,THAILAND PANDEMIC CORANAVIRUS COVID19,2시간전,YoYo Land amusement park reopens after Thailand continues to relax lock …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067935
416,,THAILAND PANDEMIC CORANAVIRUS COVID19,2시간전,YoYo Land amusement park reopens after Thailand continues to relax lock …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067934
417,,영상으로 축사하는 문재인 대통령,2시간전,[서울=뉴시스] 이영환 기자 = 15일 경기 파주시 오두산통일전망대에서 열린 6·15 남북공동선언 20주년 기념식에서 참석자들이 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916246
418,,6·15남북공동선언 20주년 기념식,2시간전,[서울=뉴시스] 이영환 기자 = 15일 오후 경기 파주시 오두산통일전망대에서 열린 6·15 남북공동선언 20주년 기념식에서 공연 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916245
419,,영상으로 축사하는 문재인 대통령,2시간전,[서울=뉴시스] 이영환 기자 = 15일 경기 파주시 오두산통일전망대에서 열린 6·15 남북공동선언 20주년 기념식에서 참석자들이 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916244
420,,6·15남북공동선언 20주년 기념식,2시간전,[서울=뉴시스] 이영환 기자 = 15일 오후 경기 파주시 오두산통일전망대에서 열린 6·15 남북공동선언 20주년 기념식에서 공연 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916243
421,,SPAIN NATURE SOMIEDO,2시간전,"Somiedo Natural Park in Asturias, Spain View of the Somiedo Natural Par …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067930
422,,THAILAND PANDEMIC CORANAVIRUS COVID19,2시간전,YoYo Land amusement park reopens after Thailand continues to relax lock …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067929
423,,THAILAND PANDEMIC CORANAVIRUS COVID19,2시간전,YoYo Land amusement park reopens after Thailand continues to relax lock …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067928
424,,Virus Outbreak Britain Shops Reopen,2시간전,A man holding a small dog walks by sales assistants wearing protective  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839844
425,,APTOPIX Virus Outbreak France,2시간전,"A waiter takes the order at La Coupole restaurant, Monday, June 15, 202 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839843
426,,SPAIN NATURE SOMIEDO,2시간전,"Somiedo Natural Park in Asturias, Spain A Pyrenean broom (Cytisus orome …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067927
427,,THAILAND PANDEMIC CORANAVIRUS COVID19,2시간전,YoYo Land amusement park reopens after Thailand continues to relax lock …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067926
428,,"""무차별·여성혐오 범죄 아냐""…'서울역 폭행남' 구속 또 피해",2시간전,[이데일리 공지유 기자] 서울역에서 모르는 여성을 폭행하고 도주한 혐의를 받는 30대 남성이 또 다시 구속을 피하게 됐다. 서울 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=018&aid=0004665004
429,,"JDC, ‘포스트 코로나 시대 한국판 뉴딜 대응’ 특강",2시간전,포스트 코로나 시대...JDC의 미래 대응 방안 모색 [현창민 기자(=제주)(pressianjeju@gmail.com)] 제주국 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=002&aid=0002138141
430,,"우리금융지주, 자회사 우리은행 주식 1조원에 추가 취득",2시간전,[아시아경제 김지희 기자] 우리금융지주는 자회사 우리은행의 유상증자에 참여해 주식 4000만주를 추가 취득한다고 15일 공시했다 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=277&aid=0004698910
431,,ZIMBABWE ECONOMY,2시간전,Prices of basic goods continue to increase A man goes shopping in a sup …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067918
432,,HUNGARY AGRICULTURE,2시간전,Sour cehrry harvest Sour cherry is picked by the help of a machine in a …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067917
433,,ZIMBABWE ECONOMY,2시간전,Prices of basic goods continue to increase Customers go shopping in a s …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067916
434,,HUNGARY AGRICULTURE,2시간전,Sour cehrry harvest Freshly picked sour cherry is seen in a box in an o …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067915
435,,"인천공항공사, 여행관광·문화예술·식음 분야 스타트업 모집",2시간전,인천국제공항공사는 인천공항 3K(K-Tourism/Culture/Food) 스타트업 육성사업에 참여할 사업자를 16일부터 30일 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=082&aid=0001009511
436,,대화하는 김연철 통일장관과 임동원 전 장관,2시간전,(서울=연합뉴스) 김연철 통일부 장관(오른쪽)과 임동원 전 통일부 장관이 15일 경기 파주시 오두산 통일전망대에서 정부와 지방자 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=001&aid=0011680059
437,,인사말하는 임동원 전 통일부 장관,2시간전,"(서울=연합뉴스) 임동원 전 통일부 장관이 15일 경기 파주시 오두산 통일전망대에서 정부와 지방자치단체, 민간단체 공동 주최로  …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=001&aid=0011680058
438,,[신동욱 앵커의 시선] 가스등 효과,2시간전,청순 고결한 아름다움으로 세계를 매혹시켰던 잉그리드 버그만. 그녀에게 첫 아카데미상을 안긴 명화가 '가스등' 입니다. 파렴치한  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=448&aid=0000299940
439,,인사말하는 이재명 경기지사,2시간전,"(서울=연합뉴스) 이재명 경기도지사가 15일 경기 파주시 오두산 통일전망대에서 정부와 지방자치단체, 민간단체 공동 주최로 열린  …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=001&aid=0011680057
440,,HUNGARY AGRICULTURE,2시간전,Sour cehrry harvest Sour cherry is picked by the help of a machine in a …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067914
441,,HUNGARY AGRICULTURE,2시간전,Sour cehrry harvest Sour cherry is picked by the help of a machine in a …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067910
442,,"종근당, 이상지질혈증 치료제 임상1상 승인",2시간전,"'CKD-508', 약물 안전성·약동학·지질강하효과 확인 [더팩트ㅣ장병문 기자] 종근당이 저밀도콜레스테롤을 낮추고 몸에 좋은 고 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=629&aid=0000029446
443,,"김홍걸 의원, ‘상속 분쟁’ 중인 ‘DJ 사저’ 국가문화재 신청",2시간전,김홍걸 더불어민주당 의원이 둘째 형과 상속 분쟁에 휘말린 아버지 김대중 전 대통령의 서울 동교동 사저를 ‘국가문화재’로 지정해달 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=028&aid=0002501302
444,,‘강제징용 왜곡’ 비판에 일본 “우린 약속 지켰다” 적반하장,2시간전,[경향신문] “조선인 강제징용에 대한 차별이 없었다”는 왜곡된 내용을 전시한 일본이 한국정부의 비판이 거세지자 “세계유산위원회의 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=032&aid=0003015028
445,,HUNGARY AGRICULTURE,2시간전,Sour cehrry harvest Sour cherry is picked by the help of a machine in a …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008067909
446,,MBC '박사방' 유료회원 가입 의혹 기자 해고 결정,2시간전,MBC는 성착취 영상이 유통된 텔레그램 ‘박사방’에 유료 회원으로 가입해 활동했다는 의혹을 받는 자사 A 기자를 해고했다. MB …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=127&aid=0000029672
447,,[앵커의 눈] “남편한테 맞다가 아들에게도”…재산 뺏는 경제적 학대도 늘어,2시간전,"[앵커] 오늘(15일)은 4번째 맞는 '노인학대 예방의 날'입니다. 하지만, 최근 5년 동안 노인 학대 관련 신고는 35% 늘 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=056&aid=0010852893
448,,"경남대 건강항노화센터, 해양치유산업 발전 이끌 전문가 양성",2시간전,고성군민 대상 해양치유 전문가 양성과정 개강 [석동재 기자(035sdj@naver.com)] 경남대학교 건강항노화센터는 지난 1 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=002&aid=0002138140
449,,"'GTA5', PS5 버전 내년 하반기 출시...후속작은 언제",2시간전,[서울=뉴시스] 오동현 기자 = 락스타 게임즈는 자사의 인기 타이틀 'Grand Theft Auto V'(GTA5)를 2021년 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916239
450,,6·25전쟁 70주년 ‘비대면’ 공연·전시,2시간전,[경향신문] 올해 70주년을 맞는 6·25전쟁을 문화예술로 기억하고 치유하기 위한 각종 전시회와 공연이 열린다. 코로나19로 수 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=032&aid=0003015031
